genome,gene,confidence,level,pred_product,truth_product,correct
T4,gene_6724a337e3b1,0.95,high,terminal dna protecting protein,DNA end protector,0
T4,gene_7b296531fbe1,0.95,high,head completion nuclease,head closure,0
T4,gene_7e1e869a47c9,0.95,high,baseplate wedge protein gp53,baseplate wedge subunit,1
T4,gene_de0352e7a1a3,0.95,high,dna alpha-glucosyltransferase,alpha-glucosyltransferase,1
T4,gene_0648bb8ce179,1.0,high,endonuclease segc,homing endonuclease,0
T4,gene_a22cb7b71f55,0.95,high,baseplate puncturing device gp5.4,PAAR motif of membran proteins,0
T4,gene_974dddc61c87,1.0,high,pre-baseplate central spike protein gp5,baseplate hub subunit and tail lysozyme,0
T4,gene_c17a0829de50,0.95,high,baseplate wedge protein gp6,baseplate wedge subunit,1
T4,gene_276d9fee57d9,0.95,high,baseplate wedge protein gp8,baseplate wedge subunit,1
T4,gene_356f889807c6,0.95,high,baseplate protein gp9,baseplate wedge tail fiber protein connector,0
T4,gene_6292bc14547d,0.95,high,baseplate wedge protein gp11,baseplate wedge subunit,1
T4,gene_947a0773cf2f,0.95,high,baseplate wedge protein gp7,baseplate wedge subunit,1
T4,gene_045e5a6e7890,0.95,high,fibritin,fibritin neck whisker,1
T4,gene_121a6f664392,1.0,high,neck protein gp14,head closure Hc2,0
T4,gene_49cbf361d7f2,0.95,high,tail completion protein gp15,tail sheath stabilizer,0
T4,gene_c2e7ce4f3bc2,0.95,high,terminase,terminase small subunit,1
T4,gene_664127ef50a6,0.7679,moderate,tail sheath protein,tail sheath,1
T4,gene_8bf7a0154ad4,0.948,high,short tail fiber protein gp12,tail collar fiber protein,1
T4,gene_4411caf54124,0.7063,moderate,portal protein,portal protein,1
T4,gene_8b686aa9514e,0.95,high,prohead assembly protein gp68,head scaffolding protein,0
T4,gene_d27b04f45ec8,0.95,high,prohead core protein protease,head maturation protease,0
T4,gene_12b5df3318e2,1.0,high,major capsid protein,major head protein,0
T4,gene_53a0f56695c2,0.95,high,baseplate wedge protein gp10,baseplate wedge subunit,1
T4,gene_33edfcf67f56,0.8933,high,capsid vertex protein,capsid vertex protein,1
T4,gene_a18d96a0d2df,0.95,high,highly immunogenic outer capsid protein,Hoc-like head decoration,0
T4,gene_0a6de11fd34f,1.0,high,capsid assembly scaffolding protein,head scaffolding protein,0
T4,gene_f8904ce1c5bf,1.0,high,endonuclease sege,homing endonuclease,0
T4,gene_11653321a4b5,0.95,high,endonuclease segd,homing endonuclease,0
T4,gene_1eb8244f546d,0.95,high,recombination protein uvsy,UvsY-like recombination mediator,1
T4,gene_f853386d482d,0.95,high,baseplate wedge protein gp25,baseplate wedge subunit,1
T4,gene_ee866ad7d3a8,0.9,high,tail tube protein gp19,tail protein,1
T4,gene_a9a2f7f34f86,0.946,high,baseplate hub assembly protein gp51,baseplate hub assembly protein,1
T4,gene_45d06d290815,0.95,high,baseplate hub assembly protein gp28,baseplate hub distal subunit,1
T4,gene_def8e6461594,1.0,high,protein uvsw.1,DNA helicase,0
T4,gene_018b5d41344b,1.0,high,baseplate tail-tube junction protein gp48,baseplate tail tube cap,1
T4,gene_4c16821c8504,0.95,high,terminase,terminase large subunit,1
T4,gene_f97e4f0b140a,0.95,high,prehead core component pip,prohead,0
T4,gene_7070153bc80b,0.6521,moderate,rna ligase 2,RNA ligase,1
T4,gene_6b47d73d0da8,1.0,high,lysis inhibition accessory protein,lysis inhibition; accessory protein,1
T4,gene_8f472eeddb00,0.95,high,capsid assembly protein gp31,head morphogenesis,0
T4,gene_0d59f4e79093,1.0,high,deoxycytidylate deaminase,dCMP deaminase,0
T4,gene_9a4bbb9edb45,0.95,high,baseplate tail-tube junction protein gp54,tail tube,1
T4,gene_0ba6c6a512ca,1.0,high,polynucleotide kinase,polynucleotide kinase,1
T4,gene_0f71b8bed9a2,0.95,high,spanin,Rz-like spanin,1
T4,gene_260fbb0f67d6,0.95,high,protein alc,inhibitor of host transcription,0
T4,gene_1876b99299eb,0.95,high,endonuclease ii,endonuclease,1
T4,gene_f28fed0382fe,0.95,high,defective intron-associated endonuclease 3,endonuclease,1
T4,gene_01595d03e76c,0.95,high,tape measure protein,baseplate hub subunit and tail length,0
T4,gene_808014b6e521,1.0,high,mobile endonuclease e,homing endonuclease,0
T4,gene_dec4701d3667,1.0,high,baseplate hub assembly protein gp26,baseplate hub,1
T4,gene_3ade1e484535,1.0,high,spanin,Rz-like spanin,1
T4,gene_b549175f2b29,0.8785,high,dihydrofolate reductase,dihydrofolate reductase,1
T4,gene_b560fd620d53,1.0,high,nad(+)--arginine adp-ribosyltransferase,Alt-like RNA polymerase ADP-ribosyltransferase,0
T4,gene_0eac4b737074,0.95,high,dna helicase assembly protein,DNA helicase loader,1
T4,gene_b7826adef273,0.95,high,intron-associated endonuclease 1,homing endonuclease,0
T4,gene_3bb5fe3dbfda,1.0,high,double-stranded dna-binding protein,transcriptional regulator,0
T4,gene_da6ecfd29601,0.95,high,ribonuclease h,RnaseH,0
T4,gene_8303333e3c5b,0.95,high,rna ligase 1,RNA ligase and tail fiber protein attachment catalyst,1
T4,gene_84b5d50b1a71,0.95,high,long-tail fiber protein gp35,long tail fiber protein proximal connector,1
T4,gene_5e1be786eedb,0.9568,high,long-tail fiber protein gp36,hinge connector of long tail fiber protein distal connector,1
T4,gene_94450003cfdc,1.0,high,protein inh,minor head protein inhibitor of protease,0
T4,gene_581de5b26e24,0.95,high,tail fiber assembly protein,tail fiber assembly,1
T4,gene_aa656bc4bf6d,1.0,high,dna ligase,DNA ligase,1
T4,gene_0b477745c4b6,0.95,high,10 kda anti-sigma factor,anti-sigma factor,1
T4,gene_6d6d6e7718e9,0.95,high,anti-restriction endonuclease,inhibitor of MrcBC restriction,0
T4,gene_ca186c254350,1.0,high,holin,holin,1
T4,gene_802025672663,0.95,high,middle transcription regulatory protein mota,MotA-like activator of middle period transcription,1
T4,gene_4bff3a07a041,1.0,high,nucleoid disruption protein,Ndd-like nucleoid disruption protein,1
T4,gene_8059c8d67911,0.95,high,endonuclease iv,DenB-like DNA endonuclease IV,1
T4,gene_fa40cbae42ee,0.95,high,protein riib,RIIB lysis inhibitor,1
T4,gene_4a762dc89a39,0.6705,moderate,dna topoisomerase medium subunit,DNA topoisomerase II,1
T4,gene_86846fb08866,0.95,high,late transcription coactivator,late promoter transcriptional regulator,0
T4,gene_9a4457edc6d5,1.0,high,single-stranded dna-binding protein,single strand DNA binding protein,1
T4,gene_6f2c4cc348f9,1.0,high,long-tail fiber protein gp37,long tail fiber protein distal subunit,1
T4,gene_12b0b896e1c9,0.992,high,ribonucleoside-diphosphate reductase subunit alpha,NrdA-like aerobic NDP reductase large subunit,0
T4,gene_69b60b2e009f,0.9378,high,long-tail fiber proximal subunit,tail fiber protein proximal subunit,1
T7,gene_61db98da3e82,0.95,high,nucleotide kinase gp1.7,nucleotide kinase,1
T7,gene_5654b27fbc69,0.95,high,protein ocr,ocr-like anti-restriction,1
T7,gene_28ebd65099f0,1.0,high,endonuclease i,endonuclease,1
T7,gene_b506f5e991c2,1.0,high,protein suppressor of silencing,DUF2675 domain-containing protein,0
T7,gene_2999e3f48874,0.9934,high,portal protein,head-tail adaptor,0
T7,gene_24819e82402f,1.0,high,single-stranded dna-binding protein,Gp2.5-like ssDNA binding protein and ssDNA annealing protein,0
T7,gene_7c4f6fee62f7,1.0,high,dna ligase,DNA ligase,1
T7,gene_f0ce2d2e0b61,0.95,high,protein kinase 0.7,serine-threonine kinase,1
T7,gene_36b1ae8ab028,1.0,high,dna-directed dna polymerase,DNA polymerase I,1
T7,gene_08ca8bfc171b,1.0,high,capsid assembly scaffolding protein,head assembly,0
T7,gene_8a8682b146b5,0.8435,high,dna helicase/primase,DNA primase/helicase,1
T7,gene_d1d01a01ccf4,1.0,high,endolysin,amidase,0
T7,gene_621a9a43e6d6,1.0,high,t7 rna polymerase,RNA polymerase,1
T7,gene_905dd81d32ac,0.95,high,recbcd inhibitor gp5.9,Gp5.9-like inihibitor of recBCD nuclease,1
T7,gene_590f64e11181,0.7932,moderate,bacterial rna polymerase inhibitor,RNA polymerase inhibitor,1
T7,gene_13a2db91670a,0.95,high,inhibitor of dgtpase,dGTPase inhibitor; target for F exclusion,1
T7,gene_c26ff328a2fd,1.0,high,exonuclease,exonuclease,1
T7,gene_0b6e7c2211e1,0.9747,high,tail tubular protein gp11,tail protein,1
T7,gene_2336e7f15ed2,1.0,high,major capsid protein,major head protein,0
T7,gene_04187e18ac8b,0.95,high,scaffold protein gp13,internal virion protein,0
T7,gene_98bdd9d188a1,0.95,high,internal virion protein gp14,internal virion protein,1
T7,gene_5e735bc8c58c,1.0,high,tail fiber protein,tail fiber protein,1
T7,gene_a297307042de,0.9,high,spanin,Rz-like spanin,1
T7,gene_fcae75a0a15b,1.0,high,holin,holin,1
T7,gene_b7b056133725,0.95,high,internal virion protein gp15,internal virion protein,1
T7,gene_d1335f5281fb,0.35,low,Lipoprotein,Rz-like spanin,0
gh-1,gene_e82a440c23f8,0.5012,moderate,dna helicase/primase,DNA primase/helicase,1
gh-1,gene_e562c7724ab4,0.6505,moderate,endolysin,amidase,0
gh-1,gene_6e2a8f668ac3,0.347,low,capsid assembly scaffolding protein,head assembly,0
gh-1,gene_3ed3257a413f,0.6826,moderate,dna-directed dna polymerase,DNA polymerase I,1
gh-1,gene_8835828c539d,0.8644,high,dna-directed rna polymerase,RNA polymerase,1
gh-1,gene_1f543e357fce,0.3471,low,dna ligase,DNA ligase,1
gh-1,gene_77866a7ede85,0.7678,moderate,single-stranded dna-binding protein,single-stranded DNA-binding protein,1
gh-1,gene_fa1f45781809,0.527,moderate,endodeoxyribonuclease 1,endonuclease,0
gh-1,gene_1b6adbfbe295,0.499,low,exonuclease,exonuclease,1
gh-1,gene_2c4f793b8d6f,0.8028,high,Metabolism-related protein,internal virion protein,0
gh-1,gene_cc24636bba23,0.9364,high,Metabolism-related protein,tail protein,0
gh-1,gene_bb4239d06f09,0.8057,high,tail fiber protein,tail fiber protein,1
gh-1,gene_8da68773d956,0.332,low,internal virion protein gp15,internal virion protein,1
gh-1,gene_e5fa7b8541a9,0.6776,moderate,tail tubular protein gp11,tail protein,1
gh-1,gene_446382c8f94e,0.9815,high,major capsid protein,major head protein,0
gh-1,gene_c64ee4597447,0.313,low,peptidoglycan transglycosylase gp16,internal virion protein with endolysin domain,0
gh-1,gene_83fa5a51ba1d,0.9584,high,Metabolism-related protein,terminase large subunit,0
gh-1,gene_fc1a1dcbd1b6,0.7706,moderate,portal protein,head-tail adaptor,0
lambda_phage,gene_3e5f20cb6dbe,1.0,high,terminase small subunit,terminase small subunit,1
lambda_phage,gene_1985c1eb398b,1.0,high,tail fiber protein,tail fiber protein,1
lambda_phage,gene_bbb3e15a82d8,0.9653,high,tail fiber protein,tail fiber protein,1
lambda_phage,gene_094b239534a7,0.95,high,dna-packaging protein fi,DNA packaging chaperone FI,1
lambda_phage,gene_2f509462e55c,0.95,high,recombination protein bet,RecT-like ssDNA annealing protein,0
lambda_phage,gene_3117c6d4ed52,1.0,high,integrase,integrase,1
lambda_phage,gene_61f313ece1fa,0.9168,high,capsid decoration protein,head decoration,0
lambda_phage,gene_4a70f1a867c6,0.95,high,tail tip protein m,minor tail protein,0
lambda_phage,gene_ca6d69e390fa,1.0,high,head-tail connector protein fii,head closure Hc1,0
lambda_phage,gene_5430caa3233e,0.9538,high,tail assembly protein g,minor tail protein G,0
lambda_phage,gene_8f563251d625,0.945,high,tail tip assembly protein i,tail assembly protein,1
lambda_phage,gene_f760a611cf24,0.95,high,tail tip assembly protein k,C40 family peptidase,0
lambda_phage,gene_aef76e330ce0,1.0,high,major capsid protein,major capsid protein,1
lambda_phage,gene_ffe000c77345,0.95,high,capsid assembly protease c,S49 family peptidase,0
lambda_phage,gene_96e1d306cafe,0.8405,high,tail assembly protein gt,minor tail protein,0
lambda_phage,gene_4e74ded60549,0.95,high,tip attachment protein j,central tail fiber J,0
lambda_phage,gene_6b69dec0c2b3,1.0,high,tail fiber assembly protein,tail fiber assembly,1
lambda_phage,gene_b2176f0d4074,0.95,high,protein ea22,ead/Ea22-like family protein,1
lambda_phage,gene_d5e08cade2be,1.0,high,tail completion protein z,tail protein,1
lambda_phage,gene_f34d27a3032c,0.9788,high,head completion protein,head-tail adaptor Ad1,0
lambda_phage,gene_3aac7566b331,0.95,high,exonuclease,exonuclease,1
lambda_phage,gene_50daeafbca74,0.95,high,protein ea31,HNH endonuclease,0
lambda_phage,gene_23d87e576578,0.95,high,protein ea8.5,ea8.5,1
lambda_phage,gene_1dc1c16ed5e2,1.0,high,tail tip protein l,minor tail protein,0
lambda_phage,gene_3253479eb6bd,1.0,high,tape measure protein,tail length tape measure protein,1
lambda_phage,gene_4bf3a7f0d0c0,1.0,high,terminase,terminase large subunit,1
lambda_phage,gene_0d870f9c5b0a,0.8834,high,tail tube terminator protein,tail terminator,1
lambda_phage,gene_28f234b4dd71,0.95,high,tail tube protein,major tail protein,0
lambda_phage,gene_38e7373db45f,1.0,high,outer membrane protein lom,Lom outer membrane protein,1
lambda_phage,gene_0f6901daf46e,0.9615,high,portal protein b,portal protein,1
lambda_phage,gene_8c4c1e30b43f,0.95,high,host-nuclease inhibitor protein gam,gam-like host nuclease inhibitor,1
lambda_phage,gene_fda0f5f2d356,0.95,high,protein kil,Kil protein for bacterial septation inhibition,1
lambda_phage,gene_80138207f406,1.0,high,protease inhibitor iii,CIII anti-termination,0
lambda_phage,gene_5eea12c9d77e,1.0,high,restriction inhibitor protein ral,restriction alleviation ral,1
lambda_phage,gene_306478c170bc,0.95,high,superinfection exclusion protein b,SieB superinfection exclusion,1
lambda_phage,gene_0468db56518b,0.95,high,antitermination protein n,anti-termination protein N-like,0
lambda_phage,gene_19a735203ae7,0.95,high,protein rexb,RexB-like exclusion protein,1
lambda_phage,gene_796adccc713c,0.95,high,protein rexa,RexA-like exclusion protein,1
lambda_phage,gene_8699a08186e0,0.914,high,repressor protein ci,LexA family transcriptional regulator,0
lambda_phage,gene_7114a673996f,0.95,high,regulatory protein cro,Cro/CI family transcriptional regulator,0
lambda_phage,gene_4f6008ed330d,1.0,high,regulatory protein cii,CII-like transcriptional activator,0
lambda_phage,gene_dc7bfaedbfd9,0.7376,moderate,replication protein o,replication initiation O-like,1
lambda_phage,gene_7b0894c657ff,0.986,high,protein pead,DNA replication protein,0
lambda_phage,gene_4707c588cf48,0.95,high,protein ren,Ren-like exclusion protein,1
lambda_phage,gene_0f269d3e1a7e,1.0,high,protein ninb,NinB/ Orf homologous recombination mediator,1
lambda_phage,gene_48be864b5f0b,1.0,high,protein ning,NinG/ Rap DNA junction specific endonuclease,1
lambda_phage,gene_748a723b1b27,1.0,high,protein ninh,NinH family protein,1
lambda_phage,gene_864a1746152b,0.9599,high,serine/threonine-protein phosphatase,serine/threonine protein phosphatase,1
lambda_phage,gene_6f8824a63b29,1.0,high,antitermination protein q,antitermination protein,1
lambda_phage,gene_8ba709ee8191,0.9,high,antiholin,holin/anti-holin,0
lambda_phage,gene_55780eb7f3aa,1.0,high,endolysin,endolysin,1
lambda_phage,gene_d2aa7e36a5bb,1.0,high,lipoprotein bor,Bor-like outer membrane protein,0
phage_186,gene_be2c26f8100d,0.6363,moderate,tail fiber protein,tail fiber protein,1
phage_186,gene_fb3cae06bb9f,0.95,high,regulatory protein cii,CII-like regulator,0
phage_186,gene_a8d00ad5d8d2,0.95,high,protein apl,Cox-like excisionase and repressor,0
phage_186,gene_12ced4b9eaa6,1.0,high,baseplate hub protein,tail protein,0
phage_186,gene_04955006bdb6,0.6794,moderate,tail assembly protein e,tail protein,1
phage_186,gene_da793d4128ab,1.0,high,integrase,integrase,1
phage_186,gene_22c24de99007,0.703,moderate,protein orf5 in retron ec67,portal protein,0
phage_186,gene_c5ec716db136,0.427,low,tail completion protein s,virion morphogenesis protein,0
phage_186,gene_5146576b477a,0.598,moderate,terminase,terminase small subunit,1
phage_186,gene_a463a92137c0,0.5,moderate,baseplate protein w,baseplate wedge subunit,1
phage_186,gene_081defa47dca,0.662,moderate,capsid proteins,"major capsid protein, P2 family",0
phage_186,gene_be4f553e0f42,0.751,moderate,baseplate protein j,baseplate protein,1
phage_186,gene_ae1425466739,0.58,moderate,head completion/stabilization protein,head-tail adaptor Ad1,0
phage_186,gene_1406e079d845,0.7805,moderate,endolysin,endolysin,1
phage_186,gene_206af4b02fd1,0.789,moderate,capsid assembly scaffolding protein,head scaffolding protein,0
phage_186,gene_2a72f9661c2b,0.275,speculative,terminase,terminase large subunit,1
phage_186,gene_d9c542bf4fb8,0.5243,moderate,tail fiber assembly protein u,tail fiber assembly protein,1
phage_186,gene_5d24c213ba38,0.5375,moderate,tail tube protein,head closure,0
phage_186,gene_b5ddc32ff02c,0.95,high,protein dhr,Dhr,1
phage_186,gene_312d193563a6,0.59,moderate,tail completion protein r,tail terminator,0
phage_186,gene_bec874b79057,0.95,high,protein fil,cell division inhibitor,0
phage_186,gene_c121b5f464bf,0.7063,moderate,tail sheath protein,tail sheath protein,1
phage_186,gene_874ea0010c2d,0.95,high,repressor protein ci,transcriptional repressor,1
phage_186,gene_f3e992581955,0.7512,moderate,replication gene a protein,nicking at origin of replication,0
phage_186,gene_d8bf2abdbcc8,1.0,high,sos operon tum protein,RecA filament binding protein DinI,0
phage_P1,gene_8fa4e8b12a5a,0.95,high,recombination enhancement function protein,Ref-like RecA filament endonuclease,0
phage_P1,gene_5a1e351800fe,0.95,high,modulator protein,Lxc,0
phage_P1,gene_b897b51cfcde,0.7695,moderate,sar-endolysin,endolysin,1
phage_P1,gene_a5f6d825da9d,1.0,high,insertion element is1 2 protein insa,transposase,0
phage_P1,gene_90a8884b3a2f,1.0,high,single-stranded dna-binding protein,single strand DNA binding protein,1
phage_P1,gene_0587784ad515,0.95,high,recombinase cre,site-specific integrase,0
phage_P1,gene_3e978f951a92,0.45,low,type iii restriction-modification enzyme ecopi res subunit,type III restriction-modification system endonuclease,1
phage_P1,gene_1115d52fa205,1.0,high,tail fiber assembly protein u',tail fiber chaperone,1
phage_P1,gene_fbc0c500a5ab,1.0,high,tail fiber assembly protein u,tail fiber assembly protein,1
phage_P1,gene_388e941fb266,0.35,low,DNA-binding transcription regulator,DdrB,0
phage_P1,gene_1c63499a4785,0.95,high,tail fiber protein r,tail fiber assembly protein,1
phage_P1,gene_66e4e5d6a4a6,0.95,high,gene 16 protein (fragment),tail tube protein,0
phage_P1,gene_6d54c204ea70,0.95,high,defense against restriction protein a,released from the phage upon host infection,0
phage_P1,gene_169495247dd9,0.35,low,DNA-binding transcription regulator,transglycosylase SLT domain-containing protein,0
phage_P1,gene_9ec469b1bb14,1.0,high,dna-invertase,DNA invertase,1
phage_P1,gene_a79fa289ea45,0.95,high,antirepressor protein 1,anti-repressor,0
phage_P1,gene_935081be0244,0.95,high,replication protein repl,RepL,1
phage_P1,gene_7877802d5b65,0.35,low,Lipoprotein,PmgF,0
phage_P1,gene_e08ba8513f5b,0.35,low,Lipoprotein,gp21,0
phage_P1,gene_350c8406b8ed,0.35,low,Serine protease,tail sheath,0
phage_P1,gene_da307785a15f,0.95,high,protein kila,anti-repressor,0
phage_P1,gene_50a08b02c4f1,1.0,high,plasmid partition par b protein,ParB-like partition protein,0
phage_P1,gene_99c6eee15665,0.9146,high,replication protein repa,replication helicase,0
phage_P1,gene_bf88e19cd169,1.0,high,protein incb,gp23,0
phage_P1,gene_0b8304d293f0,0.9629,high,Replication-related protein,exonuclease recombination-associated,0
phage_P1,gene_6378e3c88c19,0.9257,high,tail fiber protein s,tail fiber protein,1
phage_P1,gene_6fa3fa044b7f,1.0,high,plasmid partition protein a,ParA-like partition protein,0
