genome,gene,confidence,level,pred_product,truth_product,correct
Bacillus_subtilis_168,gene_abe159abf8a1,0.35,low,DNA-binding transcription regulator,beta-ketoacyl-acyl carrier protein synthase III 2,0
Bacillus_subtilis_168,gene_800edc04bd01,0.35,low,ATPase,"spore coat associated protein, subunit C",0
Bacillus_subtilis_168,gene_950edfce07f2,0.35,low,DNA-binding transcription regulator,heme-based dioxygen sensor,0
Bacillus_subtilis_168,gene_0efcd55b2064,0.35,low,DNA-binding transcription regulator,glucose/mannose:H+ symporter (recent HGT island),0
Bacillus_subtilis_168,gene_a06274a1a52e,0.35,low,ATP/GTP binding protein,ATP-dependent deoxyribonuclease (subunit A),0
Bacillus_subtilis_168,gene_1f19f28cc5a6,0.35,low,ATP/GTP binding protein,DNA repair exonuclease,0
Bacillus_subtilis_168,gene_dad579ccd040,0.35,low,Serine protease,hydrolase/isomerase involved in remodelling the bacterial envelope,0
Bacillus_subtilis_168,gene_047458a988f4,0.395,low,ATP/GTP binding protein,DNA ATP-dependent repair enzyme,0
Bacillus_subtilis_168,gene_a6c59fd82736,0.35,low,Serine protease,fatty acid kinase fatty acid binding subunit B,0
Bacillus_subtilis_168,gene_9ccea765875d,0.35,low,Lipoprotein,intracellular proteinase inhibitor BsuPI,0
Bacillus_subtilis_168,gene_e30cdf0ac227,0.45,low,Serine protease,cell wall-associated protease,0
Bacillus_subtilis_168,gene_507cbbfd3b35,0.35,low,DNA-binding transcription regulator,positive regulator of comK,0
Bacillus_subtilis_168,gene_373054f45697,0.35,low,Lipoprotein,beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis),0
Bacillus_subtilis_168,gene_63a1766357b3,0.35,low,ATP/GTP binding protein,oligopeptide ABC transporter (ATP-binding protein),0
Bacillus_subtilis_168,gene_3cab12f1b7dc,0.35,low,Lipoprotein,oligopeptide ABC transporter (binding lipoprotein),1
Bacillus_subtilis_168,gene_f1e720a2acbe,0.35,low,ATP/GTP binding protein,N-acetylornithine aminotransferase,0
Bacillus_subtilis_168,gene_f5f013d31a09,0.5,moderate,Protein with cpsase_1 motif,arginine-specific carbamoyl-phosphate synthetase (large subunit),0
Bacillus_subtilis_168,gene_e5e68f786f15,0.35,low,ATP/GTP binding protein,oligopeptide ABC transporter (ATP-binding protein),0
Bacillus_subtilis_168,gene_a4092d0163af,0.35,low,Lipoprotein,hydroxyethylthiazole phosphate synthetase (thiamine biosynthesis),0
Bacillus_subtilis_168,gene_a5d414ac83d6,0.35,low,Lipoprotein,adenylate transferase and sulfur transferase (thiamine biosynthesis),0
Bacillus_subtilis_168,gene_962acc5e8894,0.35,low,DNA-binding transcription regulator,"phosphomethylpyrimidine kinase, 4-amino-5-hydroxymethyl-2-methylpyrimidine and 4-amino-5-hydroxymethyl-2-methylpyrimidine pyrophosphate kinase",0
Bacillus_subtilis_168,gene_541c74e91a67,0.35,low,Lipoprotein,conserved hypothetical protein; phage island,0
Bacillus_subtilis_168,gene_ee70c13a6c90,0.35,low,DNA-binding transcription regulator,hexuronate transporter,0
Bacillus_subtilis_168,gene_524970566642,0.35,low,ATP/GTP binding protein,informational ATPase possibly involved in protein degradation,0
Bacillus_subtilis_168,gene_6544159c3176,0.35,low,ATP/GTP binding protein,phage PBSX; putative DNA binding protein,0
Bacillus_subtilis_168,gene_3c86183799f3,0.35,low,DNA-binding transcription regulator,phage PBSX; prophage terminase (large subunit),0
Bacillus_subtilis_168,gene_c91a42024ded,0.35,low,ATP/GTP binding protein,phage PBSX; phage capsid portal protein,0
Bacillus_subtilis_168,gene_54cf2a5bb0be,0.35,low,DNA-binding transcription regulator,phage PBSX; putative tape measure protein,0
Bacillus_subtilis_168,gene_7883ee37f45d,0.45,low,DNA-binding transcription regulator,serine / threonine exchanger,0
Bacillus_subtilis_168,gene_fa875f31000c,0.35,low,Serine protease,"membrane bound serine protease Do, quality control protease and chaperone (heat-shock protein)",1
Bacillus_subtilis_168,gene_1e31180d9989,0.35,low,Lipoprotein,formyltetrahydrofolate hydrolase,0
Bacillus_subtilis_168,gene_d2de2feb2f37,0.35,low,Serine protease,glutamate 5-kinase,0
Bacillus_subtilis_168,gene_ce3dcde88599,0.35,low,Serine protease,gamma-glutamyl phosphate reductase,0
Bacillus_subtilis_168,gene_ed9eb5ac4432,0.35,low,ATPase,component of the anxiosome (stressosome),0
Bacillus_subtilis_168,gene_8391a9206b6a,0.35,low,Serine protease,two-component response regulator [YkoH],0
Bacillus_subtilis_168,gene_4d86d23b65bc,0.35,low,DNA-binding transcription regulator,magnesium transporter,0
Bacillus_subtilis_168,gene_9d9fdce78714,0.35,low,Lipoprotein,ketoglutaramate omega-amidase,0
Bacillus_subtilis_168,gene_f47486468c91,0.35,low,DNA-binding transcription regulator,2-hydroxy-3-keto-5-methylthiopentenyl-1- phosphatephosphatase (HK-MTPenyl-1-P phosphatase),0
Bacillus_subtilis_168,gene_071f02d400fb,0.35,low,ATP/GTP binding protein,methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase),0
Bacillus_subtilis_168,gene_624235183115,0.45,low,ATP/GTP binding protein,ATP-dependent Clp protease (class III stress gene),0
Bacillus_subtilis_168,gene_edbdc95652b1,0.35,low,DNA-binding transcription regulator,phosphotransferase system (PTS) glucose-specific enzyme IICBA component,0
Bacillus_subtilis_168,gene_43655959f4bf,0.35,low,DNA-binding transcription regulator,spore photoproduct (thymine dimer) lyase,0
Bacillus_subtilis_168,gene_e65a2af685fd,0.35,low,ATP/GTP binding protein,beta-hydroxyacid dehydrogenase (acts on 3-hydroxypropionate with NADP),0
Bacillus_subtilis_168,gene_7fa952426061,0.35,low,DNA-binding transcription regulator,"N-acetyl-L,L-diaminopimelate aminotransferase",0
Bacillus_subtilis_168,gene_915b732cee41,0.35,low,ATP/GTP binding protein,molybdate to molybdopterin ligation enzyme,0
Bacillus_subtilis_168,gene_ecf04435f064,0.35,low,ATP/GTP binding protein,molybdopterin-guanine dinucleotide biosynthesis protein B,0
Bacillus_subtilis_168,gene_6f9716f8ee25,0.35,low,Lipoprotein,phosphotransferase system (PTS) fructose-specific enzyme IIABC component,0
Bacillus_subtilis_168,gene_72a2dee1f783,0.35,low,Lipoprotein,small peptidoglycan-associated lipoprotein,1
Bacillus_subtilis_168,gene_c2eb0a0bee7b,0.35,low,ATP/GTP binding protein,extracellular neutral metalloprotease,0
Bacillus_subtilis_168,gene_bce697a1979a,0.35,low,ATP/GTP binding protein,ribosome-associated GTPase,0
Bacillus_subtilis_168,gene_583a940aab9b,0.35,low,DNA-binding transcription regulator,heme-A synthase,0
Bacillus_subtilis_168,gene_6e78f4dbc554,0.35,low,DNA-binding transcription regulator,protoheme IX farnesyltransferase 2,0
Bacillus_subtilis_168,gene_6a1a3b84f6fe,0.35,low,Lipoprotein,cytochrome caa3 oxidase (subunit II),0
Bacillus_subtilis_168,gene_7a7a60d836b7,0.45,low,DNA-binding transcription regulator,cytochrome caa3 oxidase (subunit I),0
Bacillus_subtilis_168,gene_8a0876d10939,0.35,low,DNA-binding transcription regulator,dipicolinic acid transporter (to the spore),0
Bacillus_subtilis_168,gene_cfb6302dd773,0.35,low,ATP/GTP binding protein,transpeptidase penicillin-binding protein,0
Bacillus_subtilis_168,gene_6ee01c453965,0.35,low,ATP/GTP binding protein,penicillin-binding protein 2B,0
Bacillus_subtilis_168,gene_a831272dfdc1,0.35,low,Lipoprotein,"UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase",0
Bacillus_subtilis_168,gene_2da293b3f481,0.35,low,Serine protease,UDP-N-acetylenolpyruvoylglucosamine reductase,0
Bacillus_subtilis_168,gene_fe81123a14bc,0.35,low,DNA-binding transcription regulator,protease processing pro-sigma-E,0
Bacillus_subtilis_168,gene_f661e80642e4,0.45,low,ATP/GTP binding protein,bacillopeptidase F,0
Bacillus_subtilis_168,gene_ad47a6001585,0.35,low,DNA-binding transcription regulator,RNA polymerase sporulation-specific sigma-29 factor (sigma-E),0
Bacillus_subtilis_168,gene_f24258a72805,0.35,low,ATPase,conserved protein with laccase domain,0
Bacillus_subtilis_168,gene_a3562976d029,0.35,low,DNA-binding transcription regulator,uracil permease,0
Bacillus_subtilis_168,gene_835fe51c01ad,0.5,moderate,Protein with cpsase_1 motif,pyrimidine-specific carbamoyl-phosphate synthetase (large subunit),0
Bacillus_subtilis_168,gene_1795484779c1,0.35,low,Lipoprotein,sirohydrochlorin ferrochelatase,0
Bacillus_subtilis_168,gene_a80905cba30c,0.35,low,ATP/GTP binding protein,primosomal replication factor Y (primosomal protein N'),0
Bacillus_subtilis_168,gene_9aad9fe49597,0.35,low,ATP/GTP binding protein,GTPase involved in ribosome biogenesis,0
Bacillus_subtilis_168,gene_7dde76f3109c,0.35,low,ATP/GTP binding protein,L-serine dehydratase (alpha chain),0
Bacillus_subtilis_168,gene_4941941c1174,0.35,low,ATP/GTP binding protein,signal recognition particle (docking protein),0
Bacillus_subtilis_168,gene_9a15e5467be1,0.35,low,ATP/GTP binding protein,chromosome condensation and segregation SMC ATPase,0
Bacillus_subtilis_168,gene_eb66b7d6cc74,0.45,low,ATP/GTP binding protein,signal recognition particle-like (SRP) GTPase,0
Bacillus_subtilis_168,gene_e9758b5d60cf,0.35,low,Lipoprotein,16S rRNA processing protein,0
Bacillus_subtilis_168,gene_21b9bc86cb3b,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTPase A,0
Bacillus_subtilis_168,gene_8e459e6f57b7,0.35,low,ATP/GTP binding protein,succinyl-CoA synthetase (beta subunit),0
Bacillus_subtilis_168,gene_47428c54cdcd,0.35,low,ATP/GTP binding protein,two-component ATP-dependent protease (ATPase and chaperone),0
Bacillus_subtilis_168,gene_ed178513fbfa,0.35,low,ATP/GTP binding protein,flagellar-specific ATPase subunit of export apparatus,0
Bacillus_subtilis_168,gene_44dfd5af0a12,0.35,low,Serine protease,component of the flagellar export machinery,0
Bacillus_subtilis_168,gene_bfa0c21e911e,0.35,low,ATP/GTP binding protein,GTPase involved in the export of flagella and number regulation,0
Bacillus_subtilis_168,gene_9bf66425b462,0.35,low,DNA-binding transcription regulator,component of the flagellar export machinery,0
Bacillus_subtilis_168,gene_86f94c7d0bb8,0.35,low,Lipoprotein,methyl-accepting chemotaxis proteins (MCP)-glutamate methylesterase,0
Bacillus_subtilis_168,gene_33f89ba6bef3,0.35,low,DNA-binding transcription regulator,coupling factor for flagellin transcription and translation,0
Bacillus_subtilis_168,gene_303a09dbb5dd,0.35,low,ATP/GTP binding protein,uridylate kinase,0
Bacillus_subtilis_168,gene_993b6ea7845b,0.35,low,ATP/GTP binding protein,phosphatidate cytidylyltransferase (CDP-diglyceride synthase),0
Bacillus_subtilis_168,gene_40e1ecb117c7,0.35,low,DNA-binding transcription regulator,inner membrane zinc metalloprotease required for the extracytoplasmic stress response mediated by sigma(W),0
Bacillus_subtilis_168,gene_01f2ea1a46fa,0.35,low,Lipoprotein,DNA polymerase III (alpha subunit),0
Bacillus_subtilis_168,gene_a0032e1667bb,0.45,low,ATP/GTP binding protein,initiation factor IF-2,0
Bacillus_subtilis_168,gene_dfdec8ad95bb,0.35,low,Serine protease,dual activity 5' exo-and endoribonuclease J2,0
Bacillus_subtilis_168,gene_fc8612d15fd0,0.35,low,ATP/GTP binding protein,spore DNA directional translocase (motor ATPase),0
Bacillus_subtilis_168,gene_e0442d92a995,0.35,low,Lipoprotein,bacillibactin exporter,0
Bacillus_subtilis_168,gene_c4bfe20fc36d,0.35,low,Serine protease,penicillin-binding endopeptidase X (lysozyme resistance),0
Bacillus_subtilis_168,gene_0348e4482ad3,0.495,low,ATP/GTP binding protein,multifunctional SOS repair factor,0
Bacillus_subtilis_168,gene_0498b1e1a5b2,0.35,low,Lipoprotein,threonine 3-dehydrogenase,0
Bacillus_subtilis_168,gene_b1986064a29c,0.35,low,DNA-binding transcription regulator,2-amino-3-ketobutyrate CoA ligase (glycine acetyl transferase),0
Bacillus_subtilis_168,gene_531743366a72,0.35,low,DNA-binding transcription regulator,enzyme involved in bacillaene synthesis,0
Bacillus_subtilis_168,gene_bc954bf92ba2,0.45,low,Protein with phosphopantetheine motif,trans AT polyketide synthase involved in nonribosomal synthesis of bacillaene,0
Bacillus_subtilis_168,gene_fae3bb473e54,0.5,moderate,Protein with amp_binding motif,polyketide synthase of type I involved in nonribosomal synthesis of bacillaene,0
Bacillus_subtilis_168,gene_1042c4a165c8,0.5,moderate,Serine protease,alkaline serine protease,1
Bacillus_subtilis_168,gene_fb92f0754b1d,0.35,low,DNA-binding transcription regulator,small toxic metabolite efflux transporter subunit,0
Bacillus_subtilis_168,gene_16688500f534,0.45,low,Lipoprotein,trans AT polyketide synthase of type I involved in bacillaene synthesis,0
Bacillus_subtilis_168,gene_2825b668b609,0.35,low,DNA-binding transcription regulator,inner spore coat protein; cell wall associated protein,0
Bacillus_subtilis_168,gene_d8f1d41a67d5,0.35,low,ATP/GTP binding protein,tRNA isopentenylpyrophosphate transferase,0
Bacillus_subtilis_168,gene_2353e9dbecea,0.35,low,Lipoprotein,ribonucleoside-diphosphate reductase (major subunit),0
Bacillus_subtilis_168,gene_2c07a22e665f,0.35,low,DNA-binding transcription regulator,ribonucleoside-diphosphate reductase (minor subunit),0
Bacillus_subtilis_168,gene_5243986863ce,0.395,low,ATP/GTP binding protein,mother cell sporulation ATPase,0
Bacillus_subtilis_168,gene_b53fcaedf782,0.45,low,ATP/GTP binding protein,xylulose kinase,0
Bacillus_subtilis_168,gene_5a15b648941f,0.35,low,Lipoprotein,"DNA nuclease, lipoprotein (phage origin)",1
Bacillus_subtilis_168,gene_180c69eca8fb,0.35,low,DNA-binding transcription regulator,spore germination receptor subunit,0
Bacillus_subtilis_168,gene_ea30211d7a81,0.45,low,DNA-binding transcription regulator,transketolase,0
Bacillus_subtilis_168,gene_fcba87517fcf,0.35,low,DNA-binding transcription regulator,cytochrome c-type biogenesis protein CcdA; thiol-disulfide oxido-reductase,0
Bacillus_subtilis_168,gene_7aa747c32c00,0.35,low,Lipoprotein,spore coat protein (outer),0
Bacillus_subtilis_168,gene_35eabe9ce22b,0.45,low,Lipoprotein,aconitate hydratase (bifunctional aconitase),0
Bacillus_subtilis_168,gene_c07ccf4c4f12,0.35,low,DNA-binding transcription regulator,acylphosphate:glycerol-3-phosphate O-acyltransferase,0
Bacillus_subtilis_168,gene_2daaaecf4e98,0.35,low,DNA-binding transcription regulator,H+/Na+:nitrogen-donor aminoacid symporter,0
Bacillus_subtilis_168,gene_875109f36686,0.45,low,DNA-binding transcription regulator,acetoacetyl-CoA synthetase,0
Bacillus_subtilis_168,gene_29babf78ab12,0.45,low,Protein with amp_binding motif,non-ribosomal plipastatin synthetase C involved in synthesis of plipastatin,0
Bacillus_subtilis_168,gene_9aaf1896cbf5,0.45,low,Protein with amp_binding motif,nonribosomal plipastatin synthetase B involved in synthesis of plipastatin,0
Bacillus_subtilis_168,gene_cf376917935e,0.45,low,Protein with amp_binding motif,nonribosomal plipastatin synthetase D involved in synthesis of plipastatin,0
Bacillus_subtilis_168,gene_d7c44b35ddc8,0.35,low,DNA-binding transcription regulator,membrane bound gamma-glutamyltranspeptidase,0
Bacillus_subtilis_168,gene_faef0c051863,0.35,low,DNA-binding transcription regulator,"glutamate synthase (small subunit, NADP-dependent)",0
Bacillus_subtilis_168,gene_a720805f487b,0.35,low,Serine protease,glutamate 5-kinase,0
Bacillus_subtilis_168,gene_2a666b071f07,0.35,low,DNA-binding transcription regulator,mother cell-specific membrane sporulation protein,0
Bacillus_subtilis_168,gene_2729c59444fd,0.35,low,DNA-binding transcription regulator,ATP-dependent helicase,0
Bacillus_subtilis_168,gene_3c25409335b8,0.35,low,Lipoprotein,superoxide dismutase (exported lipoprotein),1
Bacillus_subtilis_168,gene_a46cc008c90f,0.35,low,DNA-binding transcription regulator,Na+-driven efflux MatE family protein,0
Bacillus_subtilis_168,gene_25239cc1c1e3,0.35,low,Serine protease,"carboxy-terminal processing protease (Prc homolog, tail specific protease)",0
Bacillus_subtilis_168,gene_5c1950fa7890,0.35,low,DNA-binding transcription regulator,phosphatidylglycerol phosphate (PGP) phosphatase; undecaprenyl-pyrophosphate phosphatase (promiscuous activity),0
Bacillus_subtilis_168,gene_892b0437b244,0.35,low,DNA-binding transcription regulator,epsilon-amino-beta-lysine acetyl transferase,0
Bacillus_subtilis_168,gene_dae5680e72e4,0.35,low,Lipoprotein,protein involved in maturation of the outermost layer of the spore,0
Bacillus_subtilis_168,gene_8fd7dcba1b5c,0.35,low,DNA-binding transcription regulator,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_7a665e85ecfe,0.35,low,ATP/GTP binding protein,superinfection exclusion protein B; phage SPbeta,0
Bacillus_subtilis_168,gene_338f01dba76e,0.35,low,DNA-binding transcription regulator,conserved membrane protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_5987c9b4de68,0.35,low,DNA-binding transcription regulator,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_9afb1c365859,0.35,low,Lipoprotein,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_4dc6f12acd65,0.35,low,Lipoprotein,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_eeae5c4661da,0.35,low,DNA-binding transcription regulator,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_9e6312fc446e,0.35,low,DNA-binding transcription regulator,conserved phage protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_b20075798e7b,0.35,low,DNA-binding transcription regulator,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_a9a2580dc3a4,0.35,low,ATP/GTP binding protein,lesion bypass phage DNA polymerase; phage SPbeta,0
Bacillus_subtilis_168,gene_d5a40c9d45c2,0.35,low,DNA-binding transcription regulator,conserved protein of unknown function; phage SPbeta,0
Bacillus_subtilis_168,gene_25df94759d38,0.35,low,Lipoprotein,"calcium-dependent DNA nuclease, lipoprotein; phage SPbeta",1
Bacillus_subtilis_168,gene_40c2db3f8db3,0.45,low,ATP/GTP binding protein,dihydroxy-acid dehydratase,0
Bacillus_subtilis_168,gene_bbad60fef56a,0.35,low,Serine protease,promiscuous alkylpyrone synthase BpsA (polyketide synthesis),0
Bacillus_subtilis_168,gene_ef5610129c21,0.35,low,ATPase,xanthine phosphoribosyltransferase,0
Bacillus_subtilis_168,gene_5d05e3829a31,0.35,low,DNA-binding transcription regulator,2-keto-3-deoxygluconate permease,0
Bacillus_subtilis_168,gene_d0ec7e003266,0.35,low,Lipoprotein,transcriptional repressor of the Kdg operon (KdgR-galacturonate),0
Bacillus_subtilis_168,gene_20d164b2c0af,0.35,low,Lipoprotein,"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase, 5-keto-4-deoxyuronate isomerase",0
Bacillus_subtilis_168,gene_87bcfbe8960c,0.35,low,ATP/GTP binding protein,2-keto-3-deoxygluconate oxidoreductase,0
Bacillus_subtilis_168,gene_00361b235193,0.35,low,ATP/GTP binding protein,peptidoglycan glycosyltransferase (penicillin-binding proteins 1A and 1B),0
Bacillus_subtilis_168,gene_2b3c1448330f,0.35,low,ATP/GTP binding protein,damage inducible ATP-dependent 3'->5' nuclease,0
Bacillus_subtilis_168,gene_a2a98b219131,0.35,low,DNA-binding transcription regulator,menaquinol:cytochrome c oxidoreductase (cytochrome b subunit),0
Bacillus_subtilis_168,gene_3d0c628adc68,0.35,low,Lipoprotein,tryptophan synthase (beta subunit),0
Bacillus_subtilis_168,gene_808a390505e8,0.35,low,Lipoprotein,phosphoribosylanthranilate isomerase,0
Bacillus_subtilis_168,gene_91b88ee8272f,0.35,low,ATP/GTP binding protein,morphogenetic stage IV sporulation protein,0
